,age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,target
887,36,10,0,2,0,1425,1,0,15,5,4,-1,0,0
888,40,8,1,1,0,884,0,0,15,5,4,-1,0,0
889,47,6,2,3,0,107,0,0,15,5,8,-1,0,0
890,49,0,1,0,0,0,0,0,16,5,8,-1,0,0
891,54,3,0,1,0,2761,0,0,16,5,1,-1,0,0
892,34,7,1,2,0,64,0,0,16,5,1,-1,0,0
893,23,8,2,2,0,130,1,0,16,5,1,-1,0,0
894,41,5,1,2,0,340,1,0,16,5,2,-1,0,0
895,25,8,1,1,0,100,0,0,16,5,2,-1,0,0
896,48,9,0,2,0,41,1,0,16,5,2,-1,0,0
897,26,7,2,2,0,1,1,0,16,5,2,-1,0,0
898,36,10,1,1,0,217,0,1,16,5,3,-1,0,0
899,30,2,1,1,0,198,0,0,16,5,2,-1,0,0
900,42,8,1,1,0,3465,1,1,16,5,2,-1,0,0
901,47,10,2,1,0,80,1,0,16,5,5,-1,0,0
902,59,7,1,2,0,220,1,0,16,5,2,-1,0,0
903,42,3,1,0,0,127,0,1,17,5,2,-1,0,0
904,35,7,1,1,1,33,0,1,17,5,1,-1,0,0
905,27,4,1,1,0,723,0,1,17,5,1,-1,0,0
906,51,10,1,1,0,563,1,0,17,5,3,-1,0,0
907,42,2,2,2,0,168,1,0,17,5,1,-1,0,0
908,30,7,1,1,0,14611,1,0,17,5,1,-1,0,0
909,28,7,1,2,0,248,0,0,17,5,1,-1,0,0
910,42,7,1,2,0,4,1,0,17,5,1,-1,0,0
911,29,7,1,1,0,-453,1,1,17,5,1,-1,0,0
912,27,4,2,1,0,28,0,0,17,5,2,-1,0,0
913,27,2,1,1,0,453,1,0,17,5,4,-1,0,0
914,30,4,1,0,0,2456,1,0,17,5,1,-1,0,0
915,27,7,1,2,0,51,1,0,17,5,5,-1,0,0
916,42,9,0,1,0,484,1,0,17,5,3,-1,0,0
917,28,7,1,2,0,101,1,0,17,5,1,-1,0,0
918,28,4,1,0,0,-199,1,1,17,5,10,-1,0,0
919,57,7,0,2,0,2549,0,0,17,5,2,-1,0,0
920,45,8,1,1,1,144,0,0,18,5,8,-1,0,0
921,43,7,1,2,0,1050,1,1,18,5,11,-1,0,0
922,28,8,0,0,0,459,1,0,18,5,1,-1,0,0
923,29,6,2,2,0,117,1,0,18,5,1,-1,0,0
924,27,4,1,1,1,-643,1,0,18,5,1,-1,0,0
925,57,10,0,1,0,1244,1,0,18,5,1,-1,0,0
926,31,7,2,1,0,239,1,1,18,5,1,-1,0,0
927,52,1,1,2,0,2133,0,1,18,5,1,-1,0,0
928,23,7,2,2,0,0,0,1,18,5,1,-1,0,0
929,53,10,2,1,0,530,0,1,18,5,4,-1,0,0
930,30,7,1,2,0,273,1,1,18,5,3,-1,0,0
931,32,5,1,0,0,1188,1,0,18,5,11,-1,0,0
932,47,10,0,1,0,-767,0,1,18,5,3,-1,0,0
933,31,4,1,1,0,0,0,1,18,5,3,-1,0,0
934,30,2,1,1,0,205,0,0,18,5,3,-1,0,0
935,34,5,1,2,0,99,1,0,21,5,2,-1,0,0
936,40,9,1,1,0,1893,0,0,21,5,16,-1,0,0
937,45,11,1,0,0,586,1,0,21,5,3,-1,0,0
938,53,5,1,2,0,624,0,1,21,5,4,-1,0,0
939,36,7,2,2,0,2357,1,0,21,5,1,-1,0,0
940,35,2,0,2,0,-65,0,0,21,5,1,-1,0,0
941,27,7,2,2,0,3357,0,0,21,5,3,-1,0,0
942,32,2,2,1,0,181,1,0,21,5,1,-1,0,0
943,44,4,1,0,0,2470,0,0,21,5,1,-1,0,0
944,43,2,2,1,0,375,0,1,21,5,4,-1,0,0
945,32,9,1,2,0,865,1,0,21,5,7,-1,0,0
946,37,7,1,2,0,1423,1,0,21,5,3,-1,0,0
947,46,7,2,2,0,2154,1,0,21,5,4,-1,0,0
948,56,7,1,2,0,217,0,1,21,5,2,-1,0,0
949,33,7,1,2,0,0,1,0,21,5,3,-1,0,0
950,24,0,2,0,1,-1006,1,1,21,5,1,-1,0,0
951,44,0,1,0,0,1037,1,0,21,5,1,-1,0,0
952,26,8,1,1,0,6567,1,0,21,5,1,-1,0,0
953,59,0,1,0,0,352,0,0,21,5,10,-1,0,0
954,36,2,0,1,1,0,0,1,21,5,3,-1,0,0
955,58,3,2,0,0,6570,0,0,21,5,3,-1,0,0
956,30,10,1,2,0,-1053,1,0,21,5,3,-1,0,0
957,47,4,1,0,0,236,0,1,22,5,2,-1,0,0
958,34,2,1,1,0,1733,0,1,22,5,3,-1,0,0
959,42,0,1,0,0,4279,1,0,22,5,1,-1,0,0
960,35,10,2,1,0,-59,1,0,22,5,1,-1,0,0
961,32,7,2,2,0,27,0,1,22,5,1,-1,0,0
962,60,3,0,0,0,-137,1,0,22,5,1,-1,0,0
963,51,2,1,1,0,194,0,1,22,5,2,-1,0,0
964,27,2,2,2,0,89,1,0,22,5,1,-1,0,0
965,28,7,2,2,0,77,0,0,22,5,1,-1,0,0
966,29,7,2,2,0,78,1,0,22,5,2,-1,0,0
967,30,8,2,2,0,143,1,1,22,5,3,-1,0,0
968,57,10,1,1,0,272,0,1,22,5,1,-1,0,0
969,43,8,1,1,0,87,0,0,22,5,1,-1,0,0
970,54,7,1,2,0,122,1,0,22,5,3,-1,0,0
971,29,7,2,2,0,4331,1,0,22,5,1,-1,0,0
972,28,4,1,1,0,791,1,1,22,5,2,-1,0,0
973,32,4,1,0,0,0,1,0,22,5,2,-1,0,0
974,29,4,1,1,0,1981,1,0,22,5,2,-1,0,0
975,25,4,1,0,0,300,0,1,22,5,2,-1,0,0
976,25,8,1,1,0,0,1,0,22,5,13,-1,0,0
977,27,10,2,1,0,-522,1,1,23,5,6,-1,0,0
978,46,7,1,2,0,99,1,0,23,5,1,-1,0,0
979,32,2,1,1,0,804,1,0,23,5,9,-1,0,0
980,56,3,0,2,0,2370,0,0,23,5,1,-1,0,0
981,47,7,1,2,0,4386,1,0,23,5,1,-1,0,0
982,32,9,1,2,0,1972,1,0,23,5,2,-1,0,0
983,26,4,2,1,0,-337,0,1,23,5,1,-1,0,0
984,25,4,1,1,0,197,0,0,23,5,1,-1,0,0
985,26,4,2,1,0,371,1,0,23,5,2,-1,0,0
986,41,7,2,2,0,1355,0,0,23,5,2,-1,0,0
987,49,8,0,0,0,90,0,0,23,5,4,-1,0,0
988,33,7,1,1,1,-550,0,1,23,5,3,-1,0,0
989,42,4,1,0,0,1532,1,0,23,5,3,-1,0,0
990,48,8,2,1,1,-470,1,0,23,5,11,-1,0,0
991,26,9,1,2,0,0,1,0,23,5,4,-1,0,0
992,45,2,1,1,0,524,1,0,23,5,1,-1,0,0
993,24,7,2,2,0,2356,1,0,23,5,6,-1,0,0
994,53,8,1,0,0,8918,1,0,23,5,2,-1,0,0
995,49,4,1,0,0,0,1,1,23,5,6,-1,0,0
996,57,8,1,1,0,204,0,0,24,5,3,-1,0,0
997,40,7,1,2,0,0,1,1,24,5,1,-1,0,0
998,34,4,1,3,0,0,0,0,24,5,5,-1,0,0
999,51,3,0,0,0,43,0,0,24,5,2,-1,0,0
1000,51,8,1,1,0,-238,1,0,24,5,1,-1,0,0
1001,45,5,0,2,0,1867,1,0,24,5,1,-1,0,0
1002,26,0,1,1,0,204,1,0,24,5,1,-1,0,0
1003,56,10,1,0,0,0,1,1,24,5,1,-1,0,0
1004,41,4,1,1,1,720,0,1,24,5,1,-1,0,0
1005,29,10,1,2,0,6525,1,0,24,5,1,-1,0,0
1006,30,7,2,2,0,597,0,1,24,5,1,-1,0,0
1007,31,8,1,1,0,930,0,1,24,5,2,-1,0,0
1008,50,0,1,2,0,5260,1,0,24,5,2,-1,0,0
1009,23,4,2,1,0,674,0,0,24,5,2,-1,0,0
1010,37,7,1,2,0,63,1,0,24,5,1,-1,0,0
1011,57,7,1,2,0,224,1,0,24,5,4,-1,0,0
1012,24,8,1,1,0,199,0,0,24,5,6,-1,0,0
1013,35,5,1,2,0,1514,0,1,24,5,3,-1,0,0
1014,32,10,1,2,0,0,1,0,25,5,3,-1,0,0
1015,26,10,2,2,0,1628,1,0,25,5,2,-1,0,0
1016,49,4,2,0,0,566,1,0,25,5,2,-1,0,0
1017,24,10,2,1,0,941,0,1,25,5,1,-1,0,0
1018,25,10,2,1,0,41,1,1,25,5,1,-1,0,0
1019,25,6,2,2,0,1,0,0,25,5,1,-1,0,0
1020,43,4,1,1,0,57,1,0,25,5,5,-1,0,0
1021,27,4,1,0,0,410,0,1,25,5,2,-1,0,0
1022,47,8,0,1,0,-116,0,1,25,5,3,-1,0,0
1023,32,10,2,1,0,318,0,1,25,5,5,-1,0,0
1024,28,4,2,1,0,191,0,0,25,5,2,-1,0,0
1025,57,7,0,1,0,23,0,1,25,5,1,-1,0,0
1026,51,7,0,2,0,323,1,0,25,5,9,-1,0,0
1027,44,9,1,2,0,233,1,1,25,5,7,-1,0,0
1028,56,7,1,2,0,6475,0,0,25,5,3,-1,0,0
1029,45,8,1,1,0,88,1,0,25,5,4,-1,0,0
1030,32,5,2,1,1,-200,0,1,25,5,5,-1,0,0
1031,44,8,1,1,0,908,1,1,28,5,7,-1,0,0
1032,36,8,1,0,0,0,0,0,28,5,3,-1,0,0
1033,31,7,1,2,0,349,1,1,28,5,3,-1,0,0
1034,34,10,1,1,0,-90,1,0,28,5,3,-1,0,0
1035,36,8,1,1,0,0,1,0,28,5,2,-1,0,0
1036,37,8,0,1,0,293,1,1,28,5,2,-1,0,0
1037,32,2,1,1,0,1655,1,0,28,5,2,-1,0,0
1038,32,7,2,1,0,516,1,0,28,5,2,-1,0,0
1039,28,8,1,1,0,1399,0,0,28,5,6,-1,0,0
1040,33,2,2,1,0,289,1,0,28,5,10,-1,0,0
1041,27,10,2,1,0,5,1,1,28,5,2,-1,0,0
1042,52,8,1,3,0,482,1,1,28,5,7,-1,0,0
1043,30,2,1,1,0,2468,1,1,28,5,4,-1,0,0
1044,32,9,1,2,0,97,1,0,28,5,6,-1,0,0
1045,25,10,2,1,0,3305,0,1,28,5,3,-1,0,0
1046,28,9,2,2,0,253,1,0,28,5,4,-1,0,0
1047,29,8,2,1,0,456,1,0,28,5,11,-1,0,0
1048,44,10,0,1,0,0,0,0,28,5,5,-1,0,0
1049,24,7,2,1,0,63,0,0,28,5,4,-1,0,0
1050,31,7,1,2,0,1206,1,0,28,5,6,-1,0,0
1051,33,7,2,2,0,303,1,1,28,5,9,-1,0,0
1052,25,4,2,0,0,1,1,0,28,5,6,-1,0,0
1053,41,2,1,1,0,-5,1,0,29,5,17,-1,0,0
1054,41,10,1,2,0,354,0,0,29,5,5,-1,0,0
1055,31,10,1,2,0,-482,1,0,29,5,3,-1,0,0
1056,47,0,0,0,0,61,0,0,29,5,5,-1,0,0
1057,51,4,1,1,0,7225,0,0,29,5,2,-1,0,0
1058,34,7,2,2,0,442,1,1,29,5,3,-1,0,0
1059,54,7,0,2,0,1692,1,0,29,5,5,-1,0,0
1060,27,5,2,2,0,402,1,1,29,5,5,-1,0,0
1061,48,2,1,1,0,933,0,0,29,5,2,-1,0,0
1062,42,10,2,1,0,275,0,0,29,5,3,-1,0,0
1063,34,1,1,1,0,-129,1,0,29,5,3,-1,0,0
1064,52,2,1,1,0,5517,1,1,29,5,2,-1,0,0
1065,27,7,2,2,0,-689,1,0,29,5,9,-1,0,0
1066,59,7,1,2,0,1069,0,0,29,5,2,-1,0,0
1067,53,10,1,3,0,8605,0,0,29,5,3,-1,0,0
1068,59,8,1,0,0,4295,0,0,29,5,3,-1,0,0
1069,49,2,1,1,0,2,0,0,29,5,4,-1,0,0
1070,37,5,1,2,0,345,1,1,29,5,3,-1,0,0
1071,49,4,0,0,0,0,1,0,29,5,2,-1,0,0
1072,42,9,1,1,0,1508,1,0,29,5,3,-1,0,0
1073,37,7,1,2,0,-409,1,0,29,5,23,-1,0,0
1074,29,4,2,3,0,-340,1,0,30,5,6,-1,0,0
1075,25,10,2,1,0,151,0,0,30,5,3,-1,0,0
1076,60,3,0,1,0,1382,0,0,30,5,10,-1,0,0
1077,37,4,1,3,0,1181,1,0,30,5,2,-1,0,0
1078,42,4,1,1,0,-269,1,0,30,5,6,-1,0,0
1079,48,1,1,0,0,608,0,0,30,5,2,-1,0,0
1080,51,4,1,1,0,0,0,0,30,5,4,-1,0,0
1081,28,8,0,1,0,0,1,1,30,5,3,-1,0,0
1082,54,10,1,1,0,273,1,0,30,5,3,-1,0,0
1083,52,1,1,0,0,959,0,0,30,5,2,-1,0,0
1084,36,5,1,0,0,0,1,0,30,5,4,-1,0,0
1085,36,1,2,1,0,223,1,0,30,5,4,-1,0,0
1086,48,4,1,1,0,-202,1,1,30,5,4,-1,0,0
1087,24,4,2,1,0,179,0,0,30,5,3,-1,0,0
1088,28,8,1,1,0,-176,1,0,30,5,31,-1,0,0
1089,59,7,1,2,0,332,1,1,30,5,2,-1,0,0
1090,41,8,0,1,0,97,0,0,30,5,3,-1,0,0
1091,55,1,1,1,0,2489,0,0,30,5,1,-1,0,0
1092,46,5,1,1,0,4000,0,0,30,5,3,-1,0,0
1093,56,1,0,2,0,0,1,0,30,5,6,-1,0,0
1094,37,7,1,2,0,346,0,0,30,5,3,-1,0,0
1095,43,2,1,1,0,378,0,0,30,5,8,-1,0,0
1096,44,8,1,1,0,742,0,0,30,5,5,-1,0,0
1097,50,10,1,2,0,3337,1,1,31,5,14,-1,0,0
1098,56,7,1,1,0,208,0,1,31,5,6,-1,0,0
1099,59,4,0,0,0,4399,1,0,31,5,8,-1,0,0
1100,45,7,1,2,0,385,0,1,31,5,16,-1,0,0
1101,47,7,1,3,0,4567,0,0,31,5,4,-1,0,0
1102,34,7,1,2,0,-381,1,0,31,5,29,-1,0,0
1103,33,8,1,0,0,14,0,1,31,5,8,-1,0,0
1104,57,5,1,3,0,20584,0,0,31,5,2,-1,0,0
1105,59,3,1,0,0,3079,0,0,31,5,2,-1,0,0
1106,48,8,0,1,0,105,0,0,31,5,2,-1,0,0
1107,48,7,1,1,0,-876,0,1,31,5,16,-1,0,0
1108,49,10,1,1,0,3144,0,0,31,5,2,-1,0,0
1109,46,8,1,1,0,998,1,0,31,5,2,-1,0,0
1110,44,7,1,2,0,4460,0,0,31,5,2,-1,0,0
1111,47,7,1,2,0,2597,0,0,31,5,2,-1,0,0
1112,55,8,1,1,0,3546,1,1,31,5,2,-1,0,0
1113,57,3,1,0,0,3549,0,0,31,5,36,-1,0,0
1114,58,7,1,1,0,-382,0,0,31,5,12,-1,0,0
1115,51,5,0,1,0,1,1,1,31,5,1,-1,0,0
1116,58,1,1,1,0,18,0,0,31,5,1,-1,0,0
1117,59,2,1,0,0,1040,0,0,31,5,1,-1,0,0
1118,27,10,1,2,0,-983,1,1,31,5,2,-1,0,0
1119,42,4,1,1,0,108,1,0,31,5,21,-1,0,0
1120,25,7,2,2,0,148,1,0,31,5,18,-1,0,0
1121,32,7,1,2,0,714,1,0,31,5,27,-1,0,0
1122,34,7,2,2,0,62,0,0,31,5,34,-1,0,0
1123,32,7,2,2,0,1,0,0,31,5,6,-1,0,0
1124,33,8,1,1,0,181,1,0,31,5,3,-1,0,0
1125,33,7,2,1,0,2383,1,0,31,5,6,-1,0,0
1126,57,4,1,0,0,23,1,0,31,5,8,-1,0,0
1127,37,0,1,1,0,315,1,0,31,5,13,-1,0,0
1128,60,3,1,1,0,0,0,0,31,5,20,-1,0,0
1129,50,9,1,1,0,4440,0,1,31,5,3,-1,0,0
1130,48,1,1,1,0,0,0,0,31,5,11,-1,0,0
1131,47,7,1,2,0,0,0,0,4,1,1,-1,0,0
1132,45,7,0,1,0,1950,0,0,4,1,1,-1,0,0
1133,29,10,2,2,0,387,0,0,4,1,1,-1,0,0
1134,55,9,1,1,0,4493,0,0,4,1,1,-1,0,0
1135,57,2,1,1,0,999,0,0,4,1,1,-1,0,0
1136,37,7,1,1,0,643,1,0,4,1,1,-1,0,0
1137,60,11,1,3,0,7337,0,0,4,1,1,-1,0,0
1138,41,7,2,2,0,4477,0,0,4,1,2,-1,0,0
1139,34,7,1,2,0,3794,0,0,4,1,1,-1,0,0
1140,29,7,2,2,0,83,0,0,4,1,2,-1,0,0
1141,40,10,0,1,0,348,1,0,5,1,2,-1,0,0
1142,50,7,1,2,0,511,1,0,5,1,1,-1,0,0
1143,42,10,0,1,0,1533,0,1,5,1,1,-1,0,0
1144,59,7,2,2,0,7668,0,0,5,1,1,-1,0,0
1145,47,11,1,3,0,301,0,0,5,1,1,-1,0,0
1146,55,4,1,1,0,5443,0,1,5,1,2,-1,0,0
1147,53,7,0,1,0,519,1,0,5,1,1,-1,0,0
1148,42,10,1,2,0,921,0,0,5,1,3,-1,0,0
1149,57,2,1,0,0,286,0,0,5,1,3,-1,0,0
1150,54,10,2,1,0,224,0,0,5,1,2,-1,0,0
1151,32,10,1,2,0,218,0,0,5,1,2,-1,0,0
1152,42,7,1,2,0,0,0,0,6,1,3,-1,0,0
1153,43,7,1,2,0,136,0,0,6,1,2,-1,0,0
1154,31,7,2,1,0,2915,0,0,6,1,2,-1,0,0
1155,45,7,0,2,0,1,0,0,6,1,2,-1,0,0
1156,57,10,1,1,0,29,0,0,6,1,2,-1,0,0
1157,43,7,1,2,0,-127,0,0,6,1,2,-1,0,0
1158,48,10,0,2,0,855,0,0,6,1,4,-1,0,0
1159,46,10,1,1,0,250,0,0,6,1,2,-1,0,0
1160,29,7,1,2,0,8279,0,0,6,1,2,-1,0,0
1161,31,7,2,2,0,1097,0,1,6,1,4,-1,0,0
1162,52,4,1,0,0,10,0,0,6,1,3,-1,0,0
1163,33,10,1,1,0,-116,0,1,6,1,2,-1,0,0
1164,36,10,1,2,0,180,0,0,6,1,7,-1,0,0
1165,52,10,1,1,0,1815,0,0,6,1,3,-1,0,0
1166,33,10,1,1,0,1055,1,0,7,1,2,-1,0,0
1167,34,5,2,1,0,67,0,0,7,1,2,-1,0,0
1168,33,10,0,2,0,20,1,1,7,1,2,-1,0,0
1169,47,10,1,2,0,3690,0,0,7,1,2,-1,0,0
1170,42,10,2,1,0,77,0,1,7,1,2,-1,0,0
1171,43,7,1,1,0,10273,0,0,7,1,2,-1,0,0
1172,59,2,1,1,1,-131,0,0,7,1,2,-1,0,0
1173,28,10,2,1,0,-127,0,0,7,1,3,-1,0,0
1174,28,10,1,2,0,14355,0,0,7,1,2,-1,0,0
1175,35,7,2,2,0,200,0,0,7,1,4,-1,0,0
1176,34,10,1,1,0,0,0,0,7,1,2,-1,0,0
1177,31,7,1,2,0,3915,0,0,7,1,4,-1,0,0
1178,57,3,1,1,0,4490,0,0,7,1,2,-1,0,0
1179,42,0,1,0,0,83,0,1,7,1,1,-1,0,0
1180,32,10,2,1,0,0,0,0,7,1,3,-1,0,0
1181,33,10,1,1,0,374,1,1,7,1,5,-1,0,0
1182,47,4,1,0,0,0,0,0,7,1,4,-1,0,0
1183,55,10,1,2,0,1097,1,0,7,1,4,-1,0,0
1184,30,10,2,2,0,449,0,0,8,1,2,-1,0,0
1185,29,7,2,2,0,30,0,0,8,1,2,-1,0,0
1186,52,4,1,1,0,1493,0,0,8,1,2,-1,0,0
1187,35,10,1,1,0,180,0,0,8,1,2,-1,0,0
1188,57,11,1,0,0,900,0,0,8,1,4,-1,0,0
1189,29,10,1,1,0,172,0,0,8,1,2,-1,0,0
1190,29,10,1,2,0,311,0,1,8,1,2,-1,0,0
1191,51,5,1,0,0,805,1,0,8,1,4,-1,0,0
1192,29,7,2,2,0,9506,0,0,8,1,2,-1,0,0
1193,57,2,1,1,0,3242,0,0,8,1,4,-1,0,0
1194,47,7,1,2,0,260,0,1,8,1,2,-1,0,0
1195,40,7,1,2,0,326,0,0,8,1,2,-1,0,0
1196,28,10,2,1,0,0,0,0,8,1,2,-1,0,0
1197,33,10,1,1,0,254,0,0,8,1,7,-1,0,0
1198,47,0,1,1,0,131,0,0,8,1,1,-1,0,0
1199,40,7,1,2,0,1468,0,0,8,1,2,-1,0,0
1200,29,7,2,2,0,2,0,0,8,1,1,-1,0,0
1201,53,7,1,2,0,2385,0,0,8,1,8,-1,0,0
1202,46,4,1,0,0,7982,0,0,8,1,5,-1,0,0
1203,58,4,1,1,0,1894,0,0,11,1,6,-1,0,0
1204,33,7,1,2,0,337,0,0,11,1,5,-1,0,0
1205,53,7,1,2,0,618,0,0,11,1,2,-1,0,0
1206,42,7,1,2,0,687,0,0,11,1,2,-1,0,0
1207,55,10,1,1,0,462,0,0,11,1,2,-1,0,0
1208,30,7,0,2,0,787,1,0,11,1,2,-1,0,0
1209,31,7,1,2,0,644,0,0,11,1,2,-1,0,0
1210,29,10,2,2,0,614,0,0,11,1,4,-1,0,0
1211,46,9,1,1,0,942,0,0,11,1,4,-1,0,0
1212,31,7,1,2,0,901,0,0,11,1,2,-1,0,0
1213,60,7,2,2,0,2190,0,0,11,1,2,-1,0,0
1214,40,0,1,1,0,116,0,0,11,1,4,-1,0,0
1215,53,7,1,2,0,0,0,0,11,1,2,-1,0,0
1216,37,7,1,1,0,215,0,0,11,1,4,-1,0,0
1217,35,7,1,2,0,0,0,0,11,1,4,-1,0,0
1218,45,2,1,1,0,111,1,0,11,1,1,-1,0,0
1219,30,10,2,2,0,543,0,0,11,1,3,-1,0,0
1220,50,4,1,0,0,0,0,0,11,1,5,-1,0,0
1221,53,4,1,0,0,1301,0,0,11,1,1,-1,0,0
1222,44,7,1,2,0,-61,0,0,11,1,1,-1,0,0
1223,56,3,1,1,0,-113,1,1,12,1,2,-1,0,0
1224,31,10,1,2,0,980,0,0,12,1,2,-1,0,0
1225,42,7,0,2,0,1622,1,0,12,1,2,-1,0,0
1226,34,10,1,1,0,1659,0,0,12,1,2,-1,0,0
1227,54,7,2,2,0,2419,1,0,12,1,2,-1,0,0
1228,41,7,1,2,0,557,1,1,12,1,4,-1,0,0
1229,43,7,1,2,0,-526,0,0,12,1,2,-1,0,0
1230,29,7,1,1,0,1368,1,0,12,1,4,-1,0,0
1231,57,7,0,2,0,8897,1,0,12,1,2,-1,0,0
1232,28,9,1,1,0,0,0,0,12,1,3,-1,0,0
1233,47,7,1,2,0,434,0,0,12,1,4,-1,0,0
1234,32,7,1,2,0,496,0,0,12,1,6,-1,0,0
1235,48,7,1,1,0,286,0,0,12,1,1,-1,0,0
1236,31,7,2,2,0,87,0,0,12,1,1,-1,0,0
1237,47,4,1,0,0,570,0,0,12,1,3,-1,0,0
1238,35,10,2,1,0,3665,0,0,12,1,3,-1,0,0
1239,58,3,1,1,0,2609,0,0,12,1,5,-1,0,0
1240,31,10,1,1,0,0,0,0,13,1,2,-1,0,0
1241,51,4,1,0,0,1694,0,0,13,1,2,-1,0,0
1242,51,2,0,1,0,14215,0,0,13,1,2,-1,0,0
1243,45,4,1,0,0,6691,0,0,13,1,2,-1,0,0
1244,49,10,1,1,0,2765,0,0,13,1,4,-1,0,0
1245,32,10,1,2,0,8463,0,0,13,1,2,-1,0,0
1246,30,10,2,1,0,493,0,0,13,1,2,-1,0,0
1247,48,4,1,0,0,890,0,0,13,1,6,-1,0,0
1248,34,7,1,2,0,274,0,0,13,1,2,-1,0,0
1249,41,7,0,2,0,4329,1,0,13,1,4,-1,0,0
1250,56,0,1,0,0,19,0,0,13,1,2,-1,0,0
1251,30,10,1,1,0,5122,0,0,13,1,1,-1,0,0
1252,42,10,1,2,0,1493,1,1,13,1,1,-1,0,0
1253,56,7,1,2,0,16377,0,0,13,1,8,-1,0,0
1254,45,4,1,1,0,241,0,0,13,1,5,-1,0,0
1255,48,0,1,0,0,469,0,0,14,1,2,-1,0,0
1256,57,10,0,1,0,3043,0,0,14,1,2,-1,0,0
1257,47,2,1,1,0,6703,0,0,14,1,3,-1,0,0
1258,54,7,1,2,0,0,0,0,14,1,7,-1,0,0
1259,33,7,2,2,0,0,0,1,14,1,4,-1,0,0
1260,29,7,2,2,0,2227,0,0,14,1,2,-1,0,0
1261,60,0,1,0,0,887,0,0,14,1,2,-1,0,0
1262,59,7,1,1,0,1021,0,0,14,1,2,-1,0,0
1263,44,0,1,0,0,882,0,0,14,1,4,-1,0,0
1264,43,7,1,2,0,4016,1,0,14,1,2,-1,0,0
1265,28,10,1,1,0,289,1,0,14,1,4,-1,0,0
1266,30,10,1,1,0,-1,0,0,14,1,6,-1,0,0
1267,51,7,1,2,0,25856,0,0,14,1,2,-1,0,0
1268,58,4,1,0,0,494,0,0,14,1,10,-1,0,0
1269,34,10,1,1,0,-393,0,0,14,1,4,-1,0,0
1270,46,4,1,1,0,456,0,1,18,1,6,-1,0,0
1271,30,10,2,1,0,0,0,0,18,1,4,-1,0,0
1272,45,4,1,0,0,419,0,0,18,1,4,-1,0,0
1273,45,4,1,0,0,185,0,0,18,1,14,-1,0,0
1274,48,8,0,1,0,297,0,0,18,1,4,-1,0,0
1275,48,4,1,0,0,2227,0,0,18,1,12,-1,0,0
1276,45,7,1,2,0,4112,0,0,18,1,13,-1,0,0
1277,60,9,1,2,0,3,0,0,18,1,2,-1,0,0
1278,31,7,2,2,0,134,0,0,18,1,2,-1,0,0
1279,44,7,1,2,0,1764,0,0,18,1,2,-1,0,0
1280,54,7,1,2,0,2883,0,0,18,1,5,-1,0,0
1281,52,4,1,0,0,4660,0,0,18,1,3,-1,0,0
1282,45,4,1,0,0,47,0,1,18,1,4,-1,0,0
1283,43,10,2,2,0,140,0,0,18,1,7,-1,0,0
1284,52,8,0,0,0,-644,0,0,18,1,3,-1,0,0
1285,30,7,2,2,0,1966,0,0,18,1,3,-1,0,0
1286,48,10,1,1,0,466,0,0,19,1,7,-1,0,0
1287,56,3,1,0,0,63,0,0,19,1,2,-1,0,0
1288,29,10,1,2,0,6562,1,0,19,1,2,-1,0,0
1289,53,7,1,2,0,210,0,0,19,1,2,-1,0,0
1290,42,7,1,2,0,2137,0,0,19,1,4,-1,0,0
1291,56,2,1,1,0,33,1,0,19,1,2,-1,0,0
1292,32,10,2,1,0,0,0,0,19,1,2,-1,0,0
1293,30,10,1,1,0,4133,0,0,19,1,6,-1,0,0
1294,32,10,2,1,0,52,0,0,19,1,4,-1,0,0
1295,29,7,2,2,0,0,0,0,19,1,4,-1,0,0
1296,30,10,1,1,0,266,1,0,19,1,2,-1,0,0
1297,57,10,0,2,0,114,0,0,19,1,2,-1,0,0
1298,34,2,0,1,0,11,0,0,19,1,2,-1,0,0
1299,47,2,1,1,0,5401,0,0,19,1,2,-1,0,0
1300,29,10,1,1,0,1072,0,0,19,1,3,-1,0,0
1301,30,7,2,2,0,0,0,0,19,1,1,-1,0,0
1302,33,7,2,2,0,3576,1,0,19,1,1,-1,0,0
1303,37,7,1,2,0,218,0,0,19,1,9,-1,0,0
1304,48,10,1,1,0,606,1,0,19,1,4,-1,0,0
1305,32,7,1,2,0,396,0,1,19,1,3,-1,0,0
1306,30,7,2,2,0,1,0,0,20,1,5,-1,0,0
1307,41,10,0,1,0,52,0,0,20,1,2,-1,0,0
1308,45,7,0,2,0,839,1,0,20,1,4,-1,0,0
1309,40,0,0,1,0,4328,0,0,20,1,2,-1,0,0
1310,36,10,2,1,0,260,0,0,20,1,2,-1,0,0
1311,31,7,2,2,0,47,0,0,20,1,4,-1,0,0
1312,36,10,1,1,0,79,1,0,20,1,2,-1,0,0
1313,55,4,1,1,0,1218,0,0,20,1,2,-1,0,0
1314,51,4,1,1,0,51,0,1,20,1,8,-1,0,0
1315,41,10,2,1,0,143,0,0,20,1,7,-1,0,0
1316,36,7,1,2,0,3440,0,0,20,1,10,-1,0,0
1317,50,4,1,0,0,238,0,0,20,1,2,-1,0,0
1318,49,7,1,2,0,1912,1,0,20,1,4,-1,0,0
1319,48,4,1,1,0,1143,1,0,20,1,3,-1,0,0
1320,30,10,2,1,0,432,0,0,20,1,3,-1,0,0
