,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,target
15369,53,9,1,0,0,127,0,0,0,29,4,2,-1,0,0
15370,25,2,1,1,0,102,1,0,0,29,4,2,-1,0,0
15371,35,7,1,2,0,410,0,0,0,29,4,2,-1,0,0
15372,45,2,1,0,0,-407,1,1,0,29,4,2,224,18,0
15373,30,4,1,0,0,2291,1,1,0,29,4,3,182,24,0
15374,48,7,1,2,0,998,1,0,0,29,4,3,-1,0,0
15375,47,4,2,1,0,263,1,1,0,29,4,2,255,1,0
15376,57,3,1,1,0,939,0,1,1,29,4,2,-1,0,0
15377,31,8,1,1,0,554,1,0,0,29,4,2,258,1,0
15378,29,4,1,1,0,519,1,0,0,29,4,2,-1,0,0
15379,30,4,1,1,0,-460,1,1,0,29,4,2,206,6,0
15380,35,2,2,1,0,796,1,0,1,29,4,3,-1,0,0
15381,25,4,2,1,0,1049,0,0,1,29,4,3,-1,0,0
15382,57,10,0,1,0,77,1,1,0,29,4,3,246,2,0
15383,37,7,2,2,0,4023,1,0,0,29,4,2,238,8,0
15384,37,10,0,1,0,1333,1,1,0,29,4,2,246,1,0
15385,29,5,1,1,0,10,1,1,0,29,4,3,188,9,0
15386,49,7,2,1,0,61,1,0,0,29,4,2,246,1,0
15387,31,4,0,1,0,880,1,1,0,29,4,3,239,1,0
15388,54,2,1,1,0,263,0,1,1,29,4,4,195,7,0
15389,33,4,2,1,0,297,1,0,0,29,4,3,265,4,0
15390,29,4,1,1,0,99,1,0,0,29,4,3,-1,0,0
15391,30,10,1,1,0,0,0,0,0,29,4,3,-1,0,0
15392,24,4,2,1,0,249,1,0,0,29,4,3,262,5,0
15393,37,4,0,1,0,33,0,0,0,29,4,4,-1,0,0
15394,29,8,2,1,0,442,1,0,0,29,4,3,258,3,0
15395,35,7,2,2,0,-70,0,1,0,29,4,2,-1,0,0
15396,56,0,1,0,0,2666,1,1,0,29,4,2,-1,0,0
15397,24,2,2,1,0,1200,0,0,0,29,4,3,-1,0,0
15398,32,10,1,1,0,1137,0,0,0,29,4,2,206,1,0
15399,27,7,2,2,0,475,0,0,0,29,4,2,-1,0,0
15400,30,2,0,1,0,678,0,0,1,29,4,4,-1,0,0
15401,27,1,2,0,0,115,0,0,0,29,4,2,-1,0,0
15402,37,7,2,2,0,313,0,1,0,29,4,5,196,1,0
15403,27,7,1,2,0,-346,0,0,0,29,4,2,-1,0,0
15404,28,9,1,3,0,1712,0,0,0,29,4,3,190,2,0
15405,27,7,2,2,0,1218,0,0,0,30,4,2,-1,0,0
15406,26,7,2,2,0,185,0,0,0,30,4,2,-1,0,0
15407,32,7,1,2,0,1310,0,0,1,30,4,3,158,7,0
15408,32,7,1,2,0,-422,1,0,0,30,4,3,-1,0,0
15409,28,10,2,2,0,6683,0,0,0,30,4,1,-1,0,0
15410,34,8,1,1,0,1053,1,0,1,30,4,1,259,1,0
15411,29,8,2,1,0,297,0,0,0,30,4,1,-1,0,0
15412,26,4,1,1,0,-26,0,1,0,30,4,1,-1,0,0
15413,33,4,1,1,0,6411,1,1,0,30,4,1,266,2,0
15414,25,8,1,1,0,1304,0,0,0,30,4,1,-1,0,0
15415,33,10,2,1,0,951,1,0,0,30,4,1,254,1,0
15416,24,2,2,1,0,1348,0,0,0,30,4,1,-1,0,0
15417,47,7,0,2,0,697,1,0,0,30,4,1,-1,0,0
15418,32,4,1,1,0,34,0,0,0,30,4,1,-1,0,0
15419,34,1,1,1,0,-35,0,0,0,30,4,3,-1,0,0
15420,32,10,1,1,0,508,0,0,0,30,4,1,-1,0,0
15421,27,8,2,1,0,-205,0,0,0,30,4,1,-1,0,0
15422,60,10,1,2,0,-71,1,1,0,30,4,1,-1,0,1
15423,46,1,2,1,0,2052,0,0,0,30,4,1,-1,0,0
15424,24,8,2,1,0,49,0,0,0,30,4,1,-1,0,0
15425,41,7,2,1,0,3234,1,0,0,30,4,1,-1,0,1
15426,42,8,1,1,0,199,0,0,0,30,4,2,-1,0,0
15427,25,10,2,2,0,261,1,1,0,30,4,2,-1,0,0
15428,59,2,1,0,0,879,1,0,0,30,4,5,259,7,0
15429,25,7,2,2,0,625,0,0,0,30,4,2,-1,0,0
15430,27,8,2,2,0,737,1,1,0,30,4,5,248,1,0
15431,27,8,2,1,0,192,0,0,0,30,4,4,-1,0,0
15432,27,5,2,1,0,404,0,0,0,30,4,3,-1,0,0
15433,33,10,2,1,0,2144,1,0,0,30,4,2,262,2,0
15434,47,10,0,2,0,405,1,0,0,30,4,1,260,1,0
15435,33,4,2,1,0,505,0,1,0,30,4,3,-1,0,0
15436,25,2,2,1,0,116,0,0,0,30,4,1,-1,0,0
15437,30,2,1,1,0,0,0,0,0,30,4,3,-1,0,0
15438,29,10,2,2,0,236,1,0,0,30,4,1,259,1,0
15439,30,4,1,1,0,578,1,0,0,30,4,3,-1,0,0
15440,42,10,2,1,0,60,1,1,0,30,4,2,241,1,0
15441,25,1,2,1,0,92,1,0,0,30,4,4,-1,0,0
15442,60,2,0,1,0,663,0,1,0,30,4,3,197,1,0
15443,54,4,2,3,0,1555,1,0,1,30,4,5,248,2,0
15444,25,1,2,2,0,3060,0,0,0,30,4,1,-1,0,0
15445,58,5,1,2,0,0,0,1,0,30,4,1,2,2,0
15446,34,1,0,1,0,5,1,0,0,30,4,1,2,2,0
15447,34,1,2,0,0,4148,0,0,0,30,4,3,-1,0,0
15448,45,2,0,1,0,440,0,0,0,30,4,1,2,1,0
15449,50,7,1,2,0,0,0,0,0,30,4,1,205,1,0
15450,56,7,1,2,0,4,1,1,0,30,4,1,2,5,0
15451,37,4,1,0,0,976,1,0,0,30,4,1,2,2,0
15452,42,8,1,0,0,473,1,0,0,30,4,1,-1,0,0
15453,24,7,2,2,0,828,1,0,0,30,4,1,-1,0,0
15454,42,2,0,1,0,936,0,0,0,30,4,1,-1,0,1
15455,47,1,2,2,0,2500,0,0,0,30,4,1,-1,0,0
15456,55,4,1,3,0,23,0,0,0,30,4,1,2,3,0
15457,49,2,2,1,0,827,1,0,0,30,4,1,-1,0,0
15458,55,10,1,3,0,851,1,0,0,30,4,1,270,2,0
15459,37,9,1,2,0,1492,1,0,0,30,4,1,189,1,0
15460,46,8,1,1,0,417,1,0,0,30,4,1,2,1,0
15461,58,5,1,2,0,364,1,0,0,30,4,1,-1,0,0
15462,55,1,1,1,0,3982,0,0,0,30,4,1,-1,0,0
15463,55,3,1,1,0,905,0,0,0,30,4,1,2,1,0
15464,25,7,2,2,0,1081,0,1,0,30,4,3,206,2,0
15465,57,3,1,0,0,4908,0,0,0,30,4,1,-1,0,0
15466,30,4,2,1,0,604,0,0,0,30,4,2,196,2,0
15467,29,7,1,2,0,1384,1,0,0,30,4,2,2,3,0
15468,60,2,1,1,0,2552,0,1,0,30,4,2,2,4,0
15469,46,10,1,1,0,198,1,0,0,30,4,1,2,6,0
15470,37,0,1,1,0,953,0,0,0,30,4,6,232,3,0
15471,24,2,2,1,0,187,0,0,0,30,4,2,-1,0,0
15472,25,7,2,2,0,1277,0,0,0,30,4,4,-1,0,0
15473,46,4,2,1,0,332,0,0,0,30,4,4,-1,0,0
15474,51,10,2,1,0,527,1,0,0,30,4,1,2,3,0
15475,52,4,1,0,0,109,1,0,0,30,4,4,248,2,0
15476,31,4,2,2,0,457,1,0,0,30,4,1,191,4,0
15477,53,1,1,1,0,7,0,0,0,30,4,2,-1,0,0
15478,31,2,2,1,0,572,1,0,0,30,4,2,-1,0,0
15479,40,9,2,2,0,628,0,0,0,30,4,1,-1,0,0
15480,32,10,2,1,0,102,0,0,0,30,4,1,-1,0,0
15481,51,5,2,2,0,0,0,0,0,30,4,1,-1,0,0
15482,56,8,1,1,0,642,1,0,0,30,4,1,2,3,0
15483,35,4,2,1,0,5742,1,1,0,30,4,1,-1,0,0
15484,47,0,1,2,0,1692,1,0,0,30,4,1,-1,0,0
15485,25,10,2,2,0,149,0,1,0,30,4,1,-1,0,0
15486,36,1,1,1,0,0,1,1,0,30,4,1,-1,0,0
15487,25,9,2,1,0,49,1,0,0,30,4,2,-1,0,0
15488,34,8,2,1,0,511,1,1,0,30,4,1,252,1,0
15489,28,7,2,2,0,167,0,0,0,30,4,2,-1,0,0
15490,41,1,1,2,0,0,0,0,0,30,4,1,-1,0,0
15491,26,5,2,2,0,341,0,0,0,30,4,1,-1,0,0
15492,27,10,1,2,0,197,1,0,0,30,4,2,-1,0,0
15493,53,8,0,2,0,329,0,0,0,30,4,1,-1,0,0
15494,31,5,2,2,0,300,1,1,0,30,4,5,-1,0,1
15495,30,8,0,1,0,130,1,0,0,30,4,3,-1,0,0
15496,36,7,1,2,0,-70,1,0,0,30,4,1,2,3,0
15497,57,7,0,2,0,2549,0,0,0,30,4,3,197,2,0
15498,37,10,1,1,0,-735,1,0,0,30,4,5,248,2,0
15499,45,7,1,2,0,-61,0,0,0,30,4,5,172,1,0
15500,24,1,2,2,0,370,0,0,0,30,4,1,-1,0,0
15501,51,2,1,1,0,0,1,1,0,30,4,1,252,1,0
15502,40,10,2,2,0,693,0,0,0,30,4,1,-1,0,0
15503,60,3,1,1,0,143,0,0,1,30,4,1,-1,0,0
15504,24,10,2,2,0,152,0,0,0,30,4,2,2,1,0
15505,27,1,1,1,0,596,0,0,0,30,4,2,-1,0,0
15506,34,2,2,1,0,133,0,0,0,30,4,3,228,14,0
15507,45,4,1,3,0,909,1,0,0,30,4,1,262,1,0
15508,54,2,1,0,0,0,1,0,0,30,4,3,-1,0,0
15509,54,10,0,1,0,-191,0,0,0,30,4,1,-1,0,0
15510,26,4,2,1,0,1285,0,0,1,30,4,2,2,17,0
15511,34,1,2,1,0,605,0,0,0,30,4,2,-1,0,0
15512,48,7,1,2,0,370,1,0,0,30,4,2,169,2,0
15513,30,7,1,2,0,943,1,0,0,30,4,2,2,2,0
15514,31,2,0,1,0,961,0,0,0,30,4,2,-1,0,0
15515,32,4,2,1,0,19833,1,0,0,30,4,4,252,1,0
15516,53,4,1,0,0,901,0,1,1,30,4,2,-1,0,0
15517,33,4,1,1,0,210,1,0,0,30,4,3,-1,0,0
15518,24,7,2,2,0,800,1,0,0,30,4,2,-1,0,0
15519,53,10,1,2,0,2336,0,0,1,30,4,2,2,3,0
15520,56,4,1,1,0,2190,0,1,0,30,4,2,232,1,0
15521,24,8,2,1,0,512,1,1,0,30,4,5,239,3,0
15522,42,4,1,1,0,0,1,0,0,30,4,2,-1,0,0
15523,44,1,1,3,0,1309,0,0,1,30,4,2,-1,0,0
15524,32,7,1,1,0,243,0,0,0,30,4,4,-1,0,0
15525,46,4,1,0,0,665,0,0,0,30,4,4,235,2,0
15526,29,7,2,2,0,358,1,0,0,30,4,3,256,51,0
15527,30,2,2,1,0,1465,0,0,1,30,4,5,-1,0,0
15528,28,2,1,1,0,373,1,0,0,30,4,2,228,4,0
15529,40,0,1,1,0,541,1,0,0,30,4,2,-1,0,0
15530,59,4,1,1,0,2605,0,0,0,30,4,2,-1,0,0
15531,49,7,1,2,0,-969,0,0,0,30,4,2,2,1,0
15532,26,2,1,1,0,12,1,0,0,30,4,3,256,3,0
15533,35,8,2,1,0,1534,0,0,0,30,4,6,-1,0,0
15534,29,1,2,0,0,163,0,0,0,30,4,2,2,1,1
15535,24,8,2,1,0,110,0,0,0,30,4,2,-1,0,1
15536,66,0,1,1,0,1929,0,0,0,2,3,1,-1,0,0
15537,57,3,1,1,0,523,0,1,0,2,3,6,-1,0,0
15538,46,7,1,2,0,699,0,0,0,2,3,1,-1,0,0
15539,34,4,1,1,0,937,1,0,1,2,3,4,-1,0,0
15540,27,2,2,1,0,124,0,0,0,2,3,1,5,2,0
15541,19,1,2,1,0,1333,0,0,0,2,3,1,-1,0,0
15542,43,7,1,2,0,228,1,0,0,2,3,1,-1,0,0
15543,57,7,1,2,0,8141,0,0,0,2,3,1,-1,0,0
15544,40,10,0,1,0,0,1,0,0,2,3,1,-1,0,0
15545,34,10,2,1,0,265,1,1,0,2,3,1,273,1,0
15546,32,10,2,1,0,258,0,0,0,2,3,1,-1,0,0
15547,37,5,2,3,0,879,1,1,0,2,3,1,-1,0,0
15548,44,4,1,1,0,294,1,0,0,2,3,1,259,2,0
15549,52,7,1,2,0,72,0,0,0,2,3,1,-1,0,0
15550,40,10,2,2,0,1646,1,0,0,2,3,1,242,2,1
15551,35,7,0,2,0,88,0,0,0,2,3,1,-1,0,0
15552,45,1,1,1,0,2040,0,0,1,2,3,1,-1,0,1
15553,45,10,0,1,0,441,1,0,0,2,3,1,-1,0,0
15554,46,10,1,1,0,700,1,1,0,2,3,1,-1,0,0
15555,46,10,1,1,0,363,1,0,0,2,3,1,180,3,0
15556,42,4,1,1,0,1288,1,0,1,2,3,1,-1,0,0
15557,60,2,0,1,0,4519,0,0,0,2,3,1,-1,0,0
15558,47,10,1,1,0,349,1,1,0,2,3,1,273,1,0
15559,33,7,1,2,0,495,0,0,0,2,3,1,-1,0,0
15560,43,2,1,1,0,877,1,0,0,2,3,1,-1,0,0
15561,59,3,0,2,0,979,1,0,0,2,3,1,-1,0,0
15562,45,4,1,1,0,196,1,0,0,2,3,1,-1,0,0
15563,31,7,2,2,0,361,1,0,0,2,3,1,-1,0,0
15564,20,6,2,1,0,2162,0,0,1,2,3,1,-1,0,0
15565,32,7,1,2,0,0,0,0,0,2,3,1,-1,0,0
15566,36,10,1,1,0,20,0,0,0,2,3,1,-1,0,0
15567,48,8,1,1,0,1555,0,0,0,2,3,1,-1,0,0
15568,46,8,0,1,0,-179,0,0,0,2,3,1,214,2,0
15569,34,8,1,1,0,812,1,1,0,2,3,2,-1,0,0
15570,27,10,2,2,0,2325,0,0,0,2,3,1,-1,0,1
15571,37,2,0,1,0,7,1,0,0,2,3,1,-1,0,0
15572,36,7,1,2,0,1198,1,0,0,2,3,1,-1,0,0
15573,56,8,0,1,0,218,1,0,0,2,3,2,249,2,0
15574,47,7,2,2,0,86,0,0,0,2,3,1,-1,0,1
15575,29,10,2,1,0,118,0,0,0,2,3,1,-1,0,0
15576,55,0,1,1,0,5,0,0,0,2,3,1,206,2,0
15577,34,2,1,1,0,-206,1,0,0,2,3,1,-1,0,0
15578,45,2,1,1,0,1097,1,1,0,2,3,1,208,1,0
15579,40,2,1,1,0,5,0,0,0,2,3,1,-1,0,0
15580,42,2,0,1,0,814,1,0,0,2,3,5,-1,0,0
15581,26,2,2,1,0,53,0,0,0,2,3,1,-1,0,0
15582,37,8,2,2,0,1222,1,0,0,2,3,1,242,2,0
15583,59,3,1,0,0,866,0,1,0,2,3,1,208,1,0
15584,41,8,0,1,0,0,1,0,0,2,3,1,-1,0,0
15585,44,1,1,1,0,0,1,0,0,2,3,1,272,1,1
15586,44,10,1,1,0,-1317,1,0,0,2,3,1,-1,0,0
15587,53,9,1,2,0,451,1,0,0,2,3,1,249,2,0
15588,43,10,1,1,0,576,0,0,0,2,3,1,-1,0,0
15589,50,8,1,1,0,545,0,0,0,2,3,1,-1,0,0
15590,49,9,1,1,0,289,1,0,0,2,3,1,-1,0,0
15591,47,2,0,1,0,207,1,0,0,2,3,1,271,4,0
15592,30,2,0,1,0,714,0,0,0,2,3,1,-1,0,0
15593,35,8,0,1,0,490,1,0,0,2,3,1,-1,0,0
15594,53,8,1,1,0,1563,1,0,0,2,3,2,5,1,0
15595,49,4,2,1,0,-367,1,0,0,2,3,1,207,1,0
15596,60,10,1,1,0,216,1,1,0,2,3,1,-1,0,0
15597,51,10,0,2,0,3962,1,0,0,2,3,1,-1,0,0
15598,34,2,2,1,0,-207,0,0,0,2,3,1,-1,0,0
15599,37,10,1,1,0,186,0,0,0,2,3,1,-1,0,0
15600,34,2,1,1,0,854,1,0,0,2,3,1,-1,0,0
15601,36,7,1,2,0,106,0,0,0,2,3,1,-1,0,0
15602,29,10,2,1,1,25,0,0,0,2,3,1,-1,0,0
15603,37,6,2,2,0,2103,0,0,0,2,3,1,-1,0,1
15604,56,7,1,2,0,363,0,0,0,2,3,1,-1,0,0
15605,36,8,1,1,0,-301,0,1,0,2,3,1,-1,0,0
15606,43,5,1,0,0,629,1,0,0,2,3,3,265,4,0
15607,45,9,1,2,0,430,1,0,0,2,3,1,206,2,0
15608,42,5,1,1,0,46,0,0,0,2,3,1,-1,0,0
15609,59,3,2,1,0,2,0,0,1,2,3,1,-1,0,1
15610,45,0,0,0,0,221,0,0,0,2,3,1,235,1,0
15611,58,4,0,1,0,1103,1,0,0,2,3,1,202,4,0
15612,47,10,1,1,0,332,1,0,0,2,3,1,269,1,0
15613,33,10,0,1,0,2823,1,0,0,2,3,1,-1,0,0
15614,34,10,0,1,0,-94,1,0,0,2,3,1,252,2,0
15615,29,1,0,2,0,256,1,0,0,2,3,1,201,2,0
15616,54,8,1,1,0,514,1,0,0,2,3,1,186,3,0
15617,49,4,1,0,0,0,1,0,0,2,3,1,-1,0,0
15618,40,1,0,1,0,507,1,0,0,2,3,1,266,7,0
15619,29,10,2,1,0,44,0,0,0,2,3,5,175,2,0
15620,29,8,2,1,0,469,0,1,0,2,3,1,-1,0,0
15621,41,2,1,2,0,108,1,0,0,2,3,1,-1,0,0
15622,58,2,0,1,0,0,1,0,0,2,3,1,229,5,0
15623,35,9,2,1,0,349,1,1,0,2,3,1,-1,0,0
15624,32,4,1,1,0,-271,1,1,0,2,3,1,252,2,0
15625,35,4,1,0,0,708,1,0,1,2,3,1,-1,0,0
15626,40,3,1,0,0,407,1,0,0,2,3,1,271,1,0
15627,26,7,2,2,0,33,0,0,0,2,3,7,-1,0,0
15628,56,10,1,1,0,778,0,0,0,2,3,2,208,1,0
15629,34,1,1,1,0,533,1,0,0,2,3,1,272,1,0
15630,60,7,1,2,0,553,1,0,0,2,3,1,210,3,0
15631,34,7,1,2,0,763,0,0,0,2,3,1,-1,0,0
15632,34,10,2,1,0,210,0,0,0,2,3,1,-1,0,0
15633,36,2,1,1,0,-500,0,1,0,2,3,1,195,5,0
15634,53,7,1,1,0,478,1,0,0,2,3,1,264,2,0
15635,25,8,1,0,0,921,0,0,0,2,3,1,-1,0,0
15636,45,8,1,1,0,-75,1,0,0,2,3,1,252,1,0
15637,46,4,1,0,0,1941,1,0,0,2,3,1,-1,0,0
15638,48,4,1,1,0,244,1,1,0,2,3,1,-1,0,0
15639,28,2,2,1,0,585,0,1,0,2,3,6,-1,0,0
15640,40,4,1,1,0,746,1,1,0,2,3,1,262,3,0
15641,30,8,2,1,0,6857,0,0,0,2,3,1,-1,0,0
15642,48,8,1,1,0,51,1,1,0,2,3,1,262,1,0
15643,58,2,1,1,0,580,0,1,1,2,3,3,5,3,0
15644,45,10,1,1,0,1818,0,0,0,2,3,1,241,2,0
15645,47,2,2,1,0,15,0,0,0,2,3,1,266,4,0
15646,43,8,1,3,0,790,0,0,0,2,3,1,-1,0,0
15647,53,10,1,1,0,7984,1,0,0,2,3,1,-1,0,0
15648,34,2,1,1,0,96,0,0,0,2,3,1,-1,0,1
15649,29,1,2,1,0,284,1,0,0,2,3,1,-1,0,1
15650,36,8,2,1,0,-196,1,0,0,2,3,1,271,1,0
15651,29,10,0,1,0,304,0,0,0,2,3,2,-1,0,0
15652,33,2,2,2,0,994,0,0,0,2,3,2,-1,0,0
15653,33,4,1,0,0,0,0,1,0,2,3,2,-1,0,0
15654,25,6,2,1,0,1411,0,0,0,2,3,1,-1,0,0
15655,36,8,2,1,0,4317,1,0,0,2,3,2,-1,0,0
15656,43,4,1,0,0,575,0,0,0,2,3,1,-1,0,0
15657,54,10,1,1,0,719,1,0,0,2,3,1,264,1,0
15658,35,7,1,2,0,767,0,1,0,2,3,1,-1,0,0
15659,27,10,2,1,0,120,0,0,0,2,3,3,-1,0,0
15660,24,7,2,2,0,761,0,0,0,2,3,1,-1,0,0
15661,31,10,2,1,0,1327,1,0,0,2,3,7,-1,0,0
15662,42,9,2,1,0,924,0,0,0,2,3,1,-1,0,0
15663,27,2,2,1,0,196,0,0,1,2,3,1,-1,0,0
15664,41,7,1,0,0,243,1,0,0,2,3,1,-1,0,0
15665,33,10,1,1,0,723,0,0,0,2,3,1,-1,0,0
15666,29,2,2,2,0,5,0,1,0,2,3,1,206,1,0
15667,24,7,2,2,0,0,0,1,0,2,3,1,199,1,0
15668,59,4,1,0,0,0,0,0,0,2,3,1,-1,0,0
15669,35,7,1,1,0,10,0,1,0,2,3,1,250,2,0
15670,54,1,0,1,0,6745,0,0,0,2,3,1,-1,0,0
15671,46,0,1,0,0,0,0,0,1,2,3,1,-1,0,0
15672,36,7,1,2,0,661,1,0,0,2,3,1,-1,0,0
15673,55,7,1,0,0,621,0,1,0,2,3,1,208,1,0
15674,40,10,1,1,0,504,1,0,0,2,3,1,266,1,0
15675,46,2,1,0,0,469,1,0,0,2,3,1,264,10,0
15676,34,1,0,1,0,1366,0,1,0,2,3,1,-1,0,0
15677,28,7,2,2,0,45,0,0,1,2,3,2,-1,0,0
15678,32,7,1,2,0,490,1,0,0,2,3,1,-1,0,0
15679,33,8,1,1,0,-50,0,0,0,2,3,1,-1,0,0
15680,55,9,0,1,0,1530,0,0,0,2,3,1,216,1,0
15681,30,7,2,2,0,207,1,0,0,2,3,1,-1,0,0
15682,40,8,1,1,0,683,1,0,0,2,3,2,-1,0,0
15683,45,7,1,2,0,474,1,1,0,2,3,4,264,4,0
15684,60,3,1,0,0,174,1,1,0,2,3,2,252,1,0
15685,57,2,1,1,0,11,0,0,0,2,3,1,265,3,0
15686,35,7,1,0,0,1404,1,0,0,2,3,1,-1,0,0
15687,49,2,1,1,0,359,1,0,0,2,3,2,271,1,0
15688,46,8,0,3,0,973,0,0,0,2,3,1,-1,0,0
15689,36,4,1,0,0,489,1,0,0,2,3,1,-1,0,0
15690,44,7,1,1,0,991,0,0,0,2,3,1,-1,0,0
15691,48,2,2,1,0,303,1,1,0,2,3,1,189,4,0
15692,29,10,2,2,0,1625,0,0,0,2,3,1,-1,0,0
15693,43,7,1,1,1,16,0,0,0,2,3,2,-1,0,0
15694,60,3,1,2,0,2557,1,0,0,2,3,1,-1,0,1
15695,31,7,2,2,0,5437,0,0,0,2,3,1,-1,0,0
15696,45,0,1,2,0,40,1,0,0,2,3,1,-1,0,0
15697,43,10,2,1,0,257,1,0,0,2,3,2,-1,0,0
15698,53,2,0,1,0,372,0,1,0,2,3,2,-1,0,0
15699,33,8,0,1,0,6,0,0,0,2,3,1,-1,0,0
15700,24,6,2,1,0,2469,0,0,0,2,3,1,-1,0,0
15701,40,7,1,2,0,0,1,0,0,2,3,1,-1,0,0
15702,53,10,2,2,0,-167,1,1,0,2,3,1,-1,0,0
15703,61,0,2,3,0,893,0,0,1,2,3,1,-1,0,0
15704,30,7,1,2,0,141,0,0,0,2,3,2,-1,0,0
15705,29,7,2,2,0,630,0,0,0,2,3,2,-1,0,0
15706,36,7,1,2,0,1308,1,0,0,2,3,1,-1,0,1
15707,31,5,1,2,0,606,1,0,0,2,3,1,-1,0,0
15708,58,3,1,1,0,1227,0,0,0,2,3,1,-1,0,0
15709,45,7,1,2,0,3857,1,0,0,2,3,1,-1,0,0
15710,45,1,1,0,0,0,1,0,0,2,3,2,-1,0,0
15711,27,7,2,2,0,642,0,0,0,2,3,3,-1,0,0
15712,30,4,2,1,0,2142,0,0,0,2,3,1,-1,0,0
15713,48,4,0,1,1,-535,1,0,0,2,3,2,187,2,0
15714,37,7,1,3,0,1253,0,0,0,2,3,1,-1,0,0
15715,25,2,2,2,0,43,0,0,0,2,3,3,-1,0,0
15716,48,8,1,1,0,22,0,0,0,2,3,2,-1,0,0
15717,40,8,1,1,0,809,0,0,0,2,3,1,-1,0,0
15718,52,8,1,1,0,416,1,0,0,2,3,2,-1,0,0
15719,36,10,2,1,0,103,1,0,0,2,3,1,187,3,0
15720,53,10,1,1,0,4930,0,1,0,2,3,2,-1,0,0
15721,30,7,2,1,0,453,1,0,0,2,3,1,269,2,0
15722,60,8,1,1,0,292,0,1,0,2,3,5,195,4,0
15723,61,7,1,2,0,6016,0,0,0,2,3,3,-1,0,1
15724,24,4,2,1,0,494,0,0,0,2,3,1,-1,0,0
15725,36,7,1,2,0,1187,1,1,0,2,3,1,-1,0,0
15726,35,7,2,2,0,230,1,1,0,2,3,2,272,1,0
15727,24,8,2,1,0,37,0,1,0,2,3,5,-1,0,0
15728,33,10,1,2,0,1526,1,0,0,2,3,2,217,4,0
15729,31,2,1,1,0,482,1,0,0,2,3,1,-1,0,0
15730,29,7,2,2,0,1017,0,0,0,2,3,1,-1,0,0
15731,56,5,1,1,0,5838,0,0,0,2,3,2,230,2,0
15732,33,2,1,2,0,1145,1,0,0,2,3,2,-1,0,0
15733,31,4,2,1,0,123,0,0,0,2,3,2,-1,0,0
15734,28,9,2,2,0,432,1,0,0,2,3,1,-1,0,1
15735,57,10,1,1,0,589,1,0,0,2,3,1,76,4,0
15736,24,10,2,2,0,15161,0,0,0,2,3,1,-1,0,1
15737,54,7,0,2,0,2037,0,0,0,2,3,1,-1,0,0
15738,55,3,1,1,0,-185,0,1,1,2,3,2,-1,0,0
15739,28,2,2,1,0,3156,0,0,0,2,3,1,-1,0,0
15740,24,9,2,2,0,458,1,1,0,2,3,7,-1,0,0
15741,35,10,2,2,0,-1,1,0,0,2,3,2,200,7,0
15742,49,1,1,0,0,157,1,0,0,2,3,2,-1,0,0
15743,34,7,2,3,0,601,0,0,0,2,3,2,-1,0,0
15744,40,5,0,1,0,1247,1,0,0,2,3,2,-1,0,0
15745,32,10,1,1,0,4,1,0,0,2,3,2,263,1,0
15746,42,7,1,2,0,477,1,0,0,2,3,2,242,3,0
15747,53,10,1,1,0,598,0,0,0,2,3,3,264,2,0
15748,25,10,2,3,0,0,1,0,0,2,3,1,-1,0,0
15749,47,10,1,1,0,1167,1,0,0,2,3,3,73,2,0
15750,83,3,1,2,0,6236,0,0,0,2,3,2,-1,0,0
15751,70,7,1,2,0,13297,0,0,0,2,3,2,-1,0,0
15752,33,4,1,0,0,526,1,0,0,2,3,2,-1,0,0
15753,27,7,1,1,0,-420,1,0,0,2,3,3,-1,0,0
15754,48,4,2,0,0,623,1,0,0,2,3,2,-1,0,1
15755,29,7,0,2,0,0,0,0,0,2,3,2,-1,0,0
15756,19,6,2,1,0,948,0,0,1,2,3,2,-1,0,0
15757,41,4,0,0,0,320,1,0,0,2,3,2,252,1,0
15758,43,7,1,0,0,73,0,0,0,2,3,2,-1,0,0
15759,34,2,1,1,0,304,1,0,0,2,3,3,-1,0,0
15760,51,8,1,1,0,615,0,0,0,2,3,2,-1,0,0
15761,37,7,1,2,0,588,1,1,0,2,3,2,-1,0,0
15762,51,10,1,1,0,100,0,0,0,2,3,2,-1,0,1
15763,40,4,1,1,1,231,1,0,0,2,3,3,-1,0,0
15764,36,10,1,1,0,581,1,0,0,2,3,2,272,1,0
15765,32,1,2,1,0,847,0,0,0,2,3,2,-1,0,0
15766,30,10,2,2,0,1534,0,0,0,2,3,2,-1,0,0
15767,27,10,0,1,0,-95,1,0,0,2,3,7,228,1,0
15768,33,7,2,3,0,342,0,1,0,2,3,4,-1,0,0
15769,25,6,2,2,0,24,1,0,0,2,3,2,-1,0,0
15770,31,8,1,1,0,317,1,0,0,2,3,4,201,1,0
15771,50,10,0,1,0,8,0,0,0,2,3,2,5,1,0
15772,29,7,1,2,0,40,0,0,0,2,3,2,-1,0,0
15773,44,10,0,2,0,245,1,0,0,2,3,2,-1,0,0
15774,46,10,1,1,0,317,1,1,0,2,3,7,250,1,0
15775,35,7,1,3,0,247,0,0,0,2,3,2,208,1,0
15776,33,2,1,1,0,287,1,0,0,2,3,3,245,8,0
15777,58,3,0,1,0,8266,1,0,0,2,3,2,271,1,0
15778,46,10,1,1,0,1028,1,0,0,2,3,2,208,1,0
15779,55,2,2,1,1,986,0,1,0,2,3,3,-1,0,0
